# Train        Test        
    0.466078     0.421827 
    0.421375     0.418346 
    0.391907     0.411242 
    0.360195     0.374242 
    0.319617     0.311489 
    0.268186     0.264992 
    0.237734     0.280241 
    0.234638     0.282740 
    0.203033     0.195249 
    0.161993     0.151442 
    0.127621     0.121709 
    0.114168     0.148668 
    0.093178     0.143854 
    0.079497     0.115505 
    0.069179     0.099783 
