# Train        Test        
    0.097500     0.145500 
    0.184000     0.175500 
    0.300500     0.293500 
    0.422500     0.423500 
    0.566500     0.634500 
    0.705000     0.740500 
    0.782500     0.664000 
    0.767500     0.607500 
    0.827000     0.790500 
    0.891500     0.933500 
    0.939000     0.936500 
    0.951000     0.909500 
    0.969000     0.912500 
    0.978000     0.908000 
    0.984500     0.934500 
