# Train        Test        
    0.395056     0.300738 
    0.217496     0.229457 
    0.135548     0.116047 
    0.096891     0.098705 
    0.076260     0.072114 
    0.066090     0.068525 
    0.054603     0.058450 
    0.045181     0.056691 
    0.038728     0.055021 
    0.032740     0.053174 
    0.029124     0.048651 
    0.027046     0.046574 
    0.026390     0.042972 
    0.027826     0.051824 
    0.024211     0.045462 
