# Train        Test        
    0.258000     0.661500 
    0.827000     0.740500 
    0.942500     0.966500 
    0.981500     0.963500 
    0.992500     0.995500 
    0.991000     0.983000 
    0.996500     0.975500 
    0.996500     0.973500 
    0.999500     0.975500 
    0.999000     0.969500 
    0.999500     0.973000 
    0.999000     0.971000 
    0.998000     0.989000 
    0.998000     0.957000 
    0.998500     0.983000 
